id,standard,sections,pdf_pages,requirement,applicability,status,code,tests,evidence_level,finding,impact,closure
C1-047,CTVS-1,7.2; 8.2,20; 21; 23,Direct funding/share inputs use their own key authorization; no implicit caller or token allowance substitutes for it.,profile0,aligned,reference/implementations/ctvs1/onchain/lib/ctvs1/state.ak:128; reference/packages/onchain/lib/ctvs/ledger.ak:60; reference/implementations/ctvs1/client/src/direct.ts:33,reference/implementations/ctvs1/onchain/validators/state_test.ak:449 rejects_foreign_script_input,retained_test,The contract admits only its authentic State plus key-controlled other spending inputs. It fixes receiver/amount/bound in the action.,There is no unsupported script-controlled direct deposit presented as profile 0.,Verify key input witnesses at the full ledger boundary; contract source alone cannot establish signatures.
C1-048,CTVS-1,7.3,21,Entry pause blocks deposit/mint and exit pause blocks withdraw/redeem independently.,profile0,aligned,reference/implementations/ctvs1/onchain/lib/ctvs1/state.ak:63; reference/packages/protocol/src/math/transition.ts:4,reference/packages/protocol/tests/math.test.ts:130 checks each direct and asynchronous permission bit and both pause bits; docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:92 c1_entry_pause_blocks_exact_share_mint; docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:111 c1_exit_pause_blocks_exact_asset_withdrawal; docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:96 c1_exit_pause_does_not_block_exact_share_mint; docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:115 c1_entry_pause_does_not_block_exact_asset_withdrawal,executed_probe,Source and fresh compiled probes enforce each pause direction without unnecessarily blocking the other.,No cross-direction pause behavior discrepancy was found.,Retain all four pause/operation combinations as compiled and signed regressions.
C1-049,CTVS-1,7.2; 7.3,21,Only configured pause_key may change pause; None disables SetPause.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:157; reference/packages/planning/src/maintenance.ts:93,reference/implementations/ctvs1/onchain/validators/state_test.ak:548 rejects_unauthorized_pause; docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:77 c1_disabled_pause_key_rejects_even_when_key_named,executed_probe,Even naming the usual fixture key cannot enable the branch when Terms.pause_key is None.,Privilege is bound to immutable Terms rather than inferred from a familiar signer.,Retain None and wrong/missing key compiled checks and ledger witness negatives.
C1-050,CTVS-1,7.1; 7.4,20; 21,SetPause may change only pause flags and sequence.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:157; reference/packages/onchain/lib/ctvs/state_core.ak:104,reference/implementations/ctvs1/onchain/validators/state_test.ak:268 pause_and_topup_preserve_economics; reference/implementations/ctvs1/client/test/direct.test.ts:156 pause plans require explicit configured authority while maintenance remains available paused,retained_test,"Expected successor preserves backing, supply, fees and storage.",Pause authority does not acquire a value-moving branch.,Add isolated mutated-field pause negatives beyond the positive preservation fixture.
C1-051,CTVS-1,7.3,21,Fee collection is permissionless and remains available while entries/exits are paused.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:144; reference/packages/planning/src/maintenance.ts:55,docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:44 c1_fee_collection_is_permissionless_while_fully_paused,executed_probe,"Fresh compiled source probe succeeds with flags 3, pause_key None, no explicit required signatories and a separate funding key.",Pause or absent administrator cannot prevent correct fee payout.,Retain this as a signed permissionless collection trace as well.
C1-052,CTVS-1,7.3,21,Fee collection pays the entire positive F to the immutable destination and rejects zero liability.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:144; reference/packages/onchain/lib/ctvs/ledger.ak:136; reference/packages/planning/src/maintenance.ts:55,docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:48 c1_fee_collection_rejects_native_underpayment; docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:52 c1_fee_collection_rejects_native_overpayment; docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:56 c1_fee_collection_rejects_zero_liability; reference/implementations/ctvs1/client/test/direct.test.ts:126 fee collection pays all liabilities to immutable destination and increments only sequence,executed_probe,Exact native fee amount is enforced in both directions; zero collection rejects. ADA may include externally funded top-up.,"Collector cannot retain fees, redirect them or interpret zero liability as a withdrawal right.",Add immutable fee-destination datum/address compiled negatives.
C1-053,CTVS-1,7.1; 7.3,20; 21,"Fee collection resets F only, preserves A/S/R, and mints no SHARE.",profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:153; reference/packages/onchain/lib/ctvs/state_core.ak:176,reference/implementations/ctvs1/onchain/validators/state_test.ak:172 whitepaper_redeem_and_fee_collection; reference/implementations/ctvs1/client/test/direct.test.ts:126 fee collection pays all liabilities to immutable destination and increments only sequence,retained_test,Successor explicitly sets F=0 and otherwise preserves economics; zero supply delta requires zero mint.,Fee collection does not dilute share accounting.,Retain successor and mint-vector negative cases.
C1-054,CTVS-1,7.3,21,Reserve top-up is permissionless while paused and requires a positive increase.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:155; reference/packages/onchain/lib/ctvs/validation.ak:422; reference/packages/planning/src/maintenance.ts:77,docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:63 c1_zero_topup_rejected; reference/implementations/ctvs1/client/test/direct.test.ts:156 pause plans require explicit configured authority while maintenance remains available paused,executed_probe,The reserve branch has no pause/signer gate and action validation rejects zero/negative amounts.,Necessary reserve funding remains available even during an emergency pause.,Add signed fully paused top-up with a different external funder.
C1-055,CTVS-1,4.4; 7.3,16; 21,Top-up changes only storage and sequence and creates no repayment or reserve withdrawal right.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:155; reference/implementations/ctvs1/onchain/lib/ctvs1/state.ak:202,docs/reviews/2026-09-18-whitepaper-conformance/probes/c1-onchain.ak:70 c1_topup_cannot_add_backing; reference/implementations/ctvs1/client/test/direct.test.ts:140 reserve topup cannot remove storage or spend fees,executed_probe,Positive storage change is the only reserve-changing action; there is no sweep/repayment action.,External storage contribution does not buy shares or grant administrator custody.,Retain no-economic-mutation and no-zero/negative-top-up tests.
C1-056,CTVS-1,4.4; 7.1; 7.4,16; 20; 21,Every State transition increments sequence exactly once within bounds and preserves fields not selected by the action.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:104; reference/packages/onchain/lib/ctvs/validation.ak:232; reference/packages/onchain/lib/ctvs/state_core.ak:185,reference/implementations/ctvs1/onchain/validators/state_test.ak:349 rejects_wrong_sequence; reference/implementations/ctvs1/client/test/direct.test.ts:140 reserve topup cannot remove storage or spend fees; reference/packages/protocol/tests/math.test.ts:112 enforces economic execution limits separately from previews,retained_test,"Successor is constructed from authenticated old identity and expected action effects, then matched exactly. Q_MAX sequence exhaustion rejects further action.",No in-place identity rewrite or sequence reuse is supported.,Retain altered-identity and sequence-overflow evidence; detailed identity decoding is reviewed separately.
C1-057,CTVS-1,7.4,21,Recompute quotes and user bounds from authenticated old State/Terms rather than caller-reported economic deltas.,profile0,aligned,reference/implementations/ctvs1/onchain/lib/ctvs1/state.ak:118; reference/implementations/ctvs1/onchain/lib/ctvs1/state.ak:133,reference/implementations/ctvs1/onchain/validators/state_test.ak:520 rejects_config_with_modified_terms; reference/implementations/ctvs1/onchain/validators/state_test.ak:371 rejects_minimum_above_quote,retained_test,Redeemer selects operation and bound; every quote is recomputed from a/s and authenticated Terms.,"A client cannot supply an authoritative exchange rate, fee or successor arithmetic.",Keep authenticated-context and substituted-Terms rejection tests.
C1-058,CTVS-1,5.3; 7.4,17; 21,A nonzero share mint/burn requires a supply-update redeemer naming the actual State spend and an independently verified exact State supply delta.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:72; reference/packages/onchain/lib/ctvs/state_core.ak:203; reference/implementations/ctvs1/onchain/validators/vault.ak:71,reference/implementations/ctvs1/onchain/validators/state_test.ak:429 rejects_wrong_mint_state_reference; reference/implementations/ctvs1/onchain/validators/state_test.ak:161 whitepaper_deposit_real_mint_handler,retained_test,Both spending and minting paths authenticate the State and couple the delta.,An alternate share-burn route cannot desynchronize the State counter under these predicates.,Retain purpose-bound bidirectional tests; full ledger supply history remains an acceptance gate.
C1-059,CTVS-1,7.4; 8.1,21; 22,Protected successor and payment obligations require distinct valid indices into actual outputs.,profile0,aligned,reference/implementations/ctvs1/onchain/lib/ctvs1/state.ak:62; reference/packages/onchain/lib/ctvs/state_core.ak:145; reference/packages/onchain/lib/ctvs/ledger.ak:16,reference/implementations/ctvs1/onchain/validators/state_test.ak:359 rejects_reused_state_payment_index; reference/packages/onchain/lib/tests/validation_test.ak:343 direct_actions_reject_shared_successor_and_receiver_output,retained_test,Indices are range-checked and lookup fails if missing; State and receiver/fee payout cannot share an output.,One output cannot satisfy both State custody and the protected payment.,Add out-of-range/missing-index compiled negatives in addition to codec/index validation.
C1-060,CTVS-1,8.2,23,"No second vault State, foreign script input, Claim delivery or capability input may join a direct action.",profile0,aligned,reference/implementations/ctvs1/onchain/lib/ctvs1/state.ak:128; reference/packages/onchain/lib/ctvs/ledger.ak:60,reference/implementations/ctvs1/onchain/validators/state_test.ak:449 rejects_foreign_script_input,retained_test,Every ordinary input except own State must have a verification-key payment credential.,The closed script-obligation domain matches the paper and intentionally restricts atomic composition.,Keep this restriction explicit in integration capabilities; relax only with a new proved allocation design.
